order_id,user_id,restaurant_id,order_date,order_amount,discount_amount,delivery_cost
1007500,4780,312,2025-08-31,1063.9,234.56,116.18
1007501,3442,1377,2025-02-14,739.46,272.73,139.75
1007502,3799,667,2025-03-17,466.08,22.8,90.3
1007503,4026,2480,2025-03-14,1310.27,61.07,132.71
1007504,1335,1172,2025-01-09,646.51,258.93,68.35
1007505,2238,2440,2025-09-28,0.0,173.54,94.45
1007506,7885,2118,2025-01-27,678.09,191.96,127.4
1007507,7517,1998,2025-10-17,604.87,22.01,95.38
1007508,4117,50,2025-07-14,226.57,85.03,30.59
1007509,4773,338,2025-02-18,417.7,150.74,65.14
1007510,4494,561,2025-08-19,433.8,10.17,121.98
1007511,2260,508,2025-01-01,387.38,256.63,87.17
1007512,2851,1300,2025-03-12,399.89,60.32,92.59
1007513,7240,762,2025-10-06,515.31,58.67,94.37
1007514,3164,2153,2025-06-14,1342.14,129.9,134.45
1007515,7251,1653,2025-12-01,304.52,226.0,98.37
1007516,2261,408,2025-10-05,1019.28,215.55,121.04
1007517,5369,893,2025-01-14,576.74,319.91,34.95
1007518,3483,1442,2025-06-24,679.43,328.1,39.0
1007519,2250,771,2025-12-20,612.16,286.64,134.55
1007520,3158,928,2025-12-17,1343.71,87.21,92.47
1007521,4098,1342,2025-07-18,1134.7,84.54,44.77
1007522,3629,2229,2025-01-26,1351.27,225.68,106.85
1007523,5425,1237,2025-03-01,525.97,113.38,96.0
1007524,5140,2075,2025-03-17,1180.35,64.91,109.5
1007525,3375,1463,2025-09-29,385.07,240.8,59.82
1007526,6159,355,2025-12-06,488.46,330.21,42.78
1007527,7494,1674,2025-06-02,472.31,64.88,109.43
1007528,6945,372,2025-04-15,955.06,23.98,37.38
1007529,4879,1713,2025-03-25,378.38,166.66,102.16
1007530,1651,1739,2025-07-22,1338.5,348.35,93.14
1007531,3160,1701,2025-11-24,578.15,254.69,31.97
1007532,4532,468,2025-07-04,502.03,144.1,62.05
1007533,4104,2332,2025-05-08,401.32,521.716,127.64
1007534,4381,578,2025-05-08,297.19,229.87,31.85
1007535,1835,347,2025-10-01,1332.1,88.56,93.86
1007536,5986,2136,2025-04-19,574.62,161.41,114.87
1007537,3352,1283,2025-04-17,669.24,291.85,42.56
1007538,1676,2338,2025-04-04,1228.26,105.77,136.4
1007539,7050,248,2025-12-21,401.5,122.73,136.49
1007540,4470,1842,2025-12-31,388.91,165.17,121.46
1007541,4881,1318,2025-09-29,641.24,145.83,137.89
1007542,4036,1776,2025-04-15,319.41,92.25,73.75
1007543,7401,1376,2025-05-02,515.6,324.55,98.79
1007544,885,1762,2025-10-06,1394.03,192.47,90.08
1007545,7274,165,2025-03-15,951.86,240.04,138.59
1007546,839,759,2025-11-21,1141.29,39.98,68.15
1007547,5118,1428,2025-04-17,962.75,89.43,100.25
1007548,5262,1401,2025-05-03,627.65,331.94,56.97
1007549,928,2156,2025-04-26,326.84,294.18,111.87
1007550,6403,1452,2025-08-02,145.03,239.88,74.85
1007551,491,1479,2025-01-19,1257.77,110.82,31.67
1007552,7001,1836,2025-05-02,691.72,238.91,86.81
1007553,3242,2011,2025-08-15,421.55,336.66,105.75
1007554,3191,1261,2025-12-06,772.37,148.96,139.12
1007555,445,615,2025-03-21,1195.84,196.73,42.4
1007556,7383,1797,2025-05-03,485.96,8.84,27.11
1007557,7603,1504,2025-09-03,622.17,168.42,65.06
1007558,4468,515,2025-05-17,586.52,117.59,126.77
1007559,1900,655,2025-08-09,523.98,262.34,120.17
1007560,6241,2161,2025-08-03,1215.83,51.42,46.73
1007561,6276,1961,2025-04-22,902.49,40.16,48.77
1007562,5334,2118,2025-03-28,1270.59,255.17,100.3
1007563,379,711,2025-06-28,1169.36,86.22,
1007564,6114,988,2025-01-27,433.45,317.56,
1007565,5576,1001,2025-06-14,706.3,190.91,33.22
1007566,5684,2024,2025-02-16,1361.28,174.57,69.88
1007567,3743,1760,2025-09-01,447.32,205.62,60.88
1007568,2834,2342,2025-01-03,143.2,29.6,134.14
1007569,3707,118,2025-04-19,760.68,32.38,122.51
1007570,4618,2335,2025-12-12,967.36,318.63,67.33
1007571,5392,1311,2025-05-12,1240.01,104.48,33.62
1007572,7428,1481,2025-01-26,564.51,156.83,60.77
1007573,2037,1247,2025-06-08,189.11,24.75,36.59
1007574,7324,1699,2025-09-03,283.16,201.46,122.37
1007575,1887,221,2025-04-13,454.31,159.21,119.29
1007576,1923,1418,2025-11-11,653.96,272.17,129.48
1007577,1823,778,2025-06-06,962.24,177.24,36.9
1007578,2593,944,2025-07-25,177.79,12.99,78.82
1007579,7604,1690,2025-10-06,283.26,185.02,51.69
1007580,4970,1747,2025-08-07,1353.97,78.07,118.8
1007581,2644,1574,2025-10-31,1216.93,152.82,34.54
1007582,1696,1088,2025-06-14,1189.35,312.79,121.55
1007583,3183,2462,2025-09-26,208.72,49.4,112.04
1007584,3259,1193,2025-01-28,577.43,153.22,67.16
1007585,3305,1742,2025-06-27,121.77,237.25,64.69
1007586,1019,1733,2025-03-22,1272.39,22.17,111.87
1007587,4918,179,2025-04-03,1064.2,171.36,35.1
1007588,2674,898,2025-03-15,496.52,211.78,137.87
1007589,1302,1279,2025-09-25,1267.55,321.54,115.3
1007590,3780,1920,2025-04-17,802.16,161.56,128.6
1007591,6974,1897,2025-07-31,1244.21,61.61,104.97
1007592,7425,1367,2025-06-19,1293.83,26.03,99.11
1007593,3508,1210,2025-07-19,314.03,75.35,53.47
1007594,4614,576,2025-02-22,1271.01,59.95,64.45
1007595,4846,1219,2025-11-12,462.54,64.51,80.45
1007596,1760,143,2025-03-26,793.73,77.58,118.3
1007597,5486,327,2025-04-13,907.36,249.92,119.85
1007598,6265,2078,2025-02-16,1308.76,324.48,56.75
1007599,164,1416,2025-09-19,272.55,314.66,74.86
1007600,4682,180,2025-09-04,991.23,68.04,32.62
1007601,2951,460,2025-12-21,366.35,118.48,91.14
1007602,4164,574,2025-09-12,313.49,103.2,101.27
1007603,1258,1236,2025-12-14,720.88,187.55,33.86
1007604,7095,486,2025-10-27,413.56,311.12,55.24
1007605,1468,2434,2025-05-20,443.6,319.0,113.41
1007606,6480,1923,2025-08-18,941.54,208.95,110.01
1007607,1690,61,2025-06-14,1267.25,1647.425,31.04
1007608,2556,1631,2025-04-19,416.09,128.64,44.26
1007609,5040,847,2025-05-19,1372.46,89.79,118.05
1007610,3174,2215,2025-01-22,1273.99,298.19,57.14
1007611,6673,2199,2025-03-23,133.76,207.97,114.43
1007612,4218,2308,2025-12-21,1273.72,111.82,114.49
1007613,1722,1,2025-07-05,167.97,70.37,
1007614,5172,1065,2025-07-08,259.52,191.29,88.86
1007615,4155,1061,2025-12-30,1357.82,306.26,35.59
1007616,4438,874,2025-05-29,990.66,149.16,89.55
1007617,7719,1481,2025-05-14,899.66,249.29,34.21
1007618,2392,1118,2025-02-12,1295.48,210.95,25.71
1007619,5885,368,2025-04-12,1170.01,19.22,128.87
1007620,6610,1832,2025-04-03,1305.62,90.45,
1007621,80,799,2025-11-03,489.26,185.09,57.55
1007622,5955,306,2025-05-09,252.31,295.82,128.0
1007623,2372,1346,2025-08-30,313.1,22.33,78.34
1007624,221,1937,2025-04-30,553.81,70.55,119.78
1007625,5276,1511,2025-01-22,925.09,101.84,97.97
1007626,6073,223,2025-08-14,535.24,288.98,129.7
1007627,6458,859,2025-05-08,1232.61,38.01,118.31
1007628,646,752,2025-04-01,1130.44,87.62,38.21
1007629,137,2109,2025-04-26,929.6,243.19,118.12
1007630,5415,43,2025-03-29,1179.86,280.08,78.3
1007631,5825,1191,2025-05-02,1081.13,6.8,94.52
1007632,1768,808,2025-01-18,1279.63,9.77,72.19
1007633,449,1589,2025-11-03,1019.49,23.41,92.27
1007634,6055,2411,2025-08-27,1100.75,49.98,32.5
1007635,6421,2045,2025-05-20,1254.16,2.97,46.96
1007636,6784,823,2025-08-06,883.39,38.61,94.36
1007637,2978,1116,2025-02-15,881.05,233.36,45.08
1007638,629,1274,2025-08-04,351.49,61.58,128.87
1007639,5081,377,2025-12-02,528.08,4.26,67.05
1007640,7541,2051,2025-12-28,122.9,275.28,58.12
1007641,4667,2382,2025-05-24,424.2,242.08,106.54
1007642,1836,2421,2025-04-25,1202.39,185.87,113.5
1007643,3158,990,2025-12-20,898.19,220.67,37.12
1007644,238,2378,2025-01-25,1112.98,86.73,30.08
1007645,3541,51,2025-07-17,267.38,79.8,39.71
1007646,7622,893,2025-01-12,1249.2,201.85,129.1
1007647,7288,267,2025-04-17,1293.28,236.41,130.03
1007648,1037,982,2025-10-02,958.8,183.62,59.48
1007649,5703,2461,2025-10-05,1141.66,21.88,101.09
1007650,2805,586,2025-11-10,141.48,98.79,35.25
1007651,6767,2450,2025-03-13,633.46,233.01,109.14
1007652,1059,1478,2025-05-02,488.72,76.4,58.32
1007653,7326,2133,2025-12-12,1156.11,209.54,125.82
1007654,4640,660,2025-07-27,709.89,922.857,109.83
1007655,4725,27,2025-05-21,405.85,164.81,67.72
1007656,6710,352,2025-04-02,788.97,338.45,31.76
1007657,4967,1500,2025-11-03,427.81,261.03,57.16
1007658,7783,1211,2025-05-20,1211.48,300.42,32.43
1007659,2542,315,2025-05-06,906.45,88.4,29.71
1007660,6486,924,2025-06-30,1374.33,233.05,37.26
1007661,2111,1211,2025-09-04,922.52,178.18,75.4
1007662,2226,302,2025-08-14,476.16,266.93,35.65
1007663,626,1421,2025-04-06,696.08,1.25,124.72
1007664,2113,686,2025-09-05,700.86,195.15,57.67
1007665,6954,1263,2025-10-06,258.54,126.35,89.37
1007666,7729,963,2025-07-05,1072.32,132.82,80.83
1007667,3226,1852,2025-04-29,1308.8,258.81,41.8
1007668,426,416,2025-09-20,958.97,153.56,34.48
1007669,495,923,2025-10-07,687.85,113.77,44.06
1007670,3612,1790,2025-04-01,1123.73,221.59,48.46
1007671,4964,1916,2025-11-10,356.32,317.53,71.96
1007672,4734,514,2025-08-24,273.87,274.0,79.6
1007673,6524,2328,2025-04-11,1032.25,9.62,113.44
1007674,3762,768,2025-09-17,1225.41,191.46,122.23
1007675,5166,2359,2025-04-22,989.8,283.54,90.87
1007676,1033,445,2025-04-25,991.37,206.18,33.64
1007677,2175,1534,2025-10-20,1333.53,138.52,132.29
1007678,7010,405,2025-07-03,537.17,12.7,51.03
1007679,4049,1698,2025-07-11,897.96,325.03,72.9
1007680,3976,1352,2025-06-04,1182.46,69.4,128.85
1007681,7186,921,2025-08-15,858.91,256.85,41.99
1007682,1289,2306,2025-12-19,136.92,167.18,103.32
1007683,376,1843,2025-07-15,903.01,231.2,65.31
1007684,7687,1297,2025-12-21,335.69,27.68,100.09
1007685,5715,313,2025-09-07,566.0,55.77,27.06
1007686,5611,2481,2025-08-14,1336.5,20.95,107.77
1007687,7596,815,2025-09-16,677.29,169.48,82.48
1007688,5857,75,2025-09-24,876.59,209.65,35.84
1007689,2619,444,2025-11-15,795.71,148.23,34.76
1007690,497,1900,2025-12-29,448.98,233.61,41.35
1007691,2161,1612,2025-07-13,141.19,258.14,99.01
1007692,4020,1821,2025-05-09,372.56,256.9,64.27
1007693,4575,606,2025-07-08,899.02,326.72,97.17
1007694,4457,946,2025-12-29,1342.68,133.42,123.36
1007695,4597,275,2025-12-13,936.16,274.73,25.33
1007696,3529,183,2025-10-10,342.88,284.49,132.66
1007697,292,2499,2025-12-20,1088.05,21.59,82.53
1007698,5207,1698,2025-05-04,632.11,126.51,58.66
1007699,6601,1248,2025-07-18,607.08,292.87,110.28
1007700,988,64,2025-08-28,609.33,192.54,101.85
1007701,7120,694,2025-07-12,1153.24,240.91,63.01
1007702,6423,1229,2025-05-12,645.43,123.01,86.57
1007703,3562,2060,2025-04-15,1239.46,299.5,85.15
1007704,437,245,2025-05-21,498.77,135.61,47.25
1007705,899,1902,2025-12-30,439.1,208.01,66.02
1007706,6443,652,2025-10-05,1235.16,3.09,132.4
1007707,4932,2058,2025-01-04,921.91,1198.483,36.53
1007708,7926,912,2025-05-14,1317.7,25.13,63.83
1007709,5133,1502,2025-02-25,781.12,254.67,87.94
1007710,1766,1315,2025-03-14,624.86,21.03,111.08
1007711,3390,310,2025-10-30,1131.6,137.18,76.94
1007712,1292,2392,2025-05-13,935.02,144.69,97.71
1007713,5044,1359,2025-06-26,1215.98,131.7,70.97
1007714,5495,138,2025-04-23,324.5,326.14,56.4
1007715,1644,2469,2025-02-10,1398.36,64.33,42.92
1007716,6327,1495,2025-07-13,1280.49,177.91,122.49
1007717,5477,2319,2025-10-27,451.37,284.78,45.6
1007718,5523,253,2025-07-26,130.98,131.94,101.65
1007719,3769,1386,2025-11-11,1187.71,126.13,88.18
1007720,5262,113,2025-02-07,1229.2,38.12,
1007721,6897,1145,2025-08-09,531.35,57.67,62.63
1007722,2785,1985,2025-08-16,1234.17,276.97,36.51
1007723,7693,1252,2025-05-19,1015.47,311.2,93.58
1007724,6730,2270,2025-06-27,881.29,1145.677,69.17
1007725,6669,413,2025-06-05,924.98,48.23,33.04
1007726,2915,589,2025-04-29,529.34,255.24,131.04
1007727,4702,1977,2025-12-15,658.44,148.58,70.39
1007728,3657,570,2025-07-15,750.18,168.72,105.35
1007729,7867,932,2025-07-24,1006.07,299.13,130.83
1007730,6395,275,2025-10-14,1314.63,156.06,117.03
1007731,1707,1443,2025-10-09,592.22,180.6,102.68
1007732,2344,1805,2025-04-28,370.39,212.44,112.05
1007733,5574,2413,2025-06-01,980.15,285.28,134.24
1007734,244,875,2025-05-24,1064.49,210.63,41.52
1007735,6951,1203,2025-12-10,679.58,334.22,61.05
1007736,2168,1381,2025-01-05,1397.47,18.67,95.17
1007737,4932,1329,2025-08-20,624.79,275.0,61.96
1007738,741,2008,2025-10-16,906.05,35.46,67.98
1007739,983,1868,2025-03-20,429.42,45.86,43.66
1007740,1890,829,2025-05-13,595.02,104.59,41.97
1007741,3799,29,2025-05-30,778.48,13.32,77.62
1007742,231,1256,2025-02-20,323.06,90.52,87.36
1007743,4362,1468,2025-03-16,850.33,309.52,116.09
1007744,4528,2145,2025-04-07,1279.99,63.22,119.7
1007745,365,418,2025-01-08,939.33,254.61,80.86
1007746,2664,272,2025-07-17,1158.68,102.19,43.29
1007747,6265,384,2025-09-08,772.39,201.72,130.82
1007748,5611,1829,2025-10-30,261.58,276.98,132.56
1007749,1385,420,2025-10-19,250.12,309.44,90.88
1007750,6316,1930,2025-03-16,798.53,292.72,116.12
1007751,7168,2010,2025-07-12,623.89,0.48,48.01
1007752,984,1759,2025-03-15,282.63,24.78,123.72
1007753,7034,1381,2025-05-24,1318.2,116.81,114.94
1007754,4000,147,2025-01-19,693.09,20.63,53.21
1007755,5629,750,2025-10-22,1202.24,160.43,93.59
1007756,6075,20,2025-09-14,334.95,48.2,72.45
1007757,4753,1704,2025-03-30,140.72,337.26,111.41
1007758,1471,1203,2025-12-08,1174.95,22.6,39.49
1007759,32,1517,2025-05-22,623.92,233.86,28.68
1007760,5863,2282,2025-12-12,-50.0,128.98,93.06
1007761,7856,2179,2025-11-19,223.99,254.91,103.39
1007762,6531,1181,2025-11-04,1332.51,78.97,114.86
1007763,3535,1818,2025-07-13,263.45,279.38,46.77
1007764,3071,1691,2025-06-14,830.65,67.04,54.03
1007765,2608,1243,2025-06-03,471.72,216.03,
1007766,6423,768,2025-02-22,501.61,96.32,87.38
1007767,2505,2192,2025-06-21,655.61,172.11,98.16
1007768,4487,1829,2025-01-08,1305.05,181.48,68.86
1007769,5160,565,2025-05-12,632.98,281.22,134.7
1007770,7397,2345,2025-12-01,723.89,7.17,138.96
1007771,5812,1275,2025-05-31,655.84,310.35,99.66
1007772,770,2016,2025-11-22,167.67,175.47,56.06
1007773,2471,651,2025-04-24,-50.0,249.52,49.26
1007774,3729,133,2025-01-25,714.93,224.98,115.38
1007775,4151,146,2025-12-26,1003.99,326.06,45.96
1007776,1590,208,2025-01-18,1085.2,82.18,111.07
1007777,1309,100,2025-01-13,1284.9,102.47,44.95
1007778,5607,2227,2025-04-05,1045.13,226.6,37.65
1007779,6560,359,2025-08-05,706.6,280.41,89.78
1007780,6795,248,2025-10-30,889.96,184.76,62.27
1007781,593,2143,2025-11-30,595.67,119.03,132.17
1007782,4845,1145,2025-12-12,1378.47,122.48,93.46
1007783,7178,140,2025-05-23,790.14,266.67,110.3
1007784,5595,2465,2025-05-28,787.26,267.61,127.09
1007785,4175,758,2025-12-16,1344.42,33.66,119.66
1007786,1845,200,2025-07-25,1086.7,145.45,124.81
1007787,6518,570,2025-12-09,590.89,222.99,74.86
1007788,903,2201,2025-08-28,1342.83,214.41,131.39
1007789,3778,1526,2025-07-22,257.76,172.75,122.2
1007790,7002,1750,2025-10-17,1313.18,331.35,44.13
1007791,465,1084,2025-12-18,192.14,317.69,68.61
1007792,6690,1281,2025-10-04,426.75,305.96,94.57
1007793,4998,2024,2025-09-30,293.13,91.98,96.27
1007794,6753,2393,2025-12-18,1216.61,175.08,122.73
1007795,1801,737,2025-03-31,783.5,104.92,127.73
1007796,6013,2335,2025-11-16,518.93,292.8,84.53
1007797,3365,736,2025-05-09,563.02,227.4,98.42
1007798,2140,1491,2025-05-05,450.27,230.54,60.19
1007799,7196,891,2025-12-11,1159.72,71.54,105.94
1007800,3501,2485,2025-03-02,1071.73,99.57,129.64
1007801,7072,59,2025-04-18,152.53,234.63,40.72
1007802,380,202,2025-03-02,262.72,2.91,89.36
1007803,5959,924,2025-10-05,536.79,341.73,116.3
1007804,3603,1972,2025-06-24,717.96,37.21,120.49
1007805,3036,667,2025-04-21,1209.55,52.43,33.86
1007806,5343,279,2025-06-06,539.89,281.98,27.9
1007807,625,1194,2025-05-31,549.0,59.06,28.68
1007808,6802,942,2025-01-13,155.61,320.89,122.59
1007809,191,1293,2025-06-08,828.22,283.42,60.49
1007810,7086,125,2025-04-01,211.46,247.73,32.61
1007811,6148,1742,2025-02-20,1291.14,202.78,60.98
1007812,3607,470,2025-11-08,640.49,6.46,55.12
1007813,3525,1025,2025-06-30,298.28,126.13,66.02
1007814,2575,699,2025-04-12,1150.39,26.98,125.12
1007815,318,902,2025-02-03,1299.17,301.42,75.02
1007816,2659,663,2025-09-25,1274.5,77.41,61.99
1007817,743,1579,2025-01-06,773.31,307.51,59.41
1007818,1343,1513,2025-06-06,748.25,972.725,55.75
1007819,2070,491,2025-02-02,0.0,71.37,34.67
1007820,3755,1654,2025-06-21,1346.41,305.39,95.1
1007821,1756,1416,2025-06-22,931.54,142.57,110.47
1007822,4759,230,2025-05-04,939.16,198.34,26.83
1007823,1701,2443,2025-08-17,1327.49,66.39,45.48
1007824,5964,1934,2025-10-26,469.67,39.05,100.95
1007825,1633,2099,2025-09-07,1233.97,318.77,28.73
1007826,4979,1770,2025-11-01,393.36,191.81,134.11
1007827,3022,2081,2025-07-10,608.31,19.83,102.83
1007828,5073,2252,2025-03-27,1133.25,274.6,52.54
1007829,1781,1607,2025-06-23,1187.11,75.16,83.13
1007830,3864,1492,2025-05-27,1212.7,148.61,82.68
1007831,2108,2120,2025-01-25,842.19,204.5,77.03
1007832,6504,661,2025-02-16,741.65,39.7,127.65
1007833,5895,2168,2025-08-21,285.33,235.9,97.67
1007834,3506,429,2025-01-16,984.9,201.5,116.92
1007835,7204,716,2025-11-04,565.91,247.84,61.72
1007836,1019,2105,2025-10-12,278.94,95.91,58.84
1007837,7091,1137,2025-02-20,499.71,264.26,138.59
1007838,7795,2379,2025-08-15,1284.86,54.1,65.74
1007839,3900,228,2025-04-10,972.89,184.53,47.1
1007840,863,2081,2025-03-20,1017.46,58.54,65.29
1007841,4410,1867,2025-03-31,1308.23,43.17,59.1
1007842,5635,590,2025-02-03,444.5,263.75,33.43
1007843,711,1388,2025-04-16,357.15,226.11,45.15
1007844,1889,1442,2025-02-13,418.97,158.09,123.46
1007845,2215,282,2025-10-12,1197.81,62.48,108.12
1007846,6311,1187,2025-05-08,347.22,338.21,82.68
1007847,3192,1661,2025-12-31,890.84,208.97,106.34
1007848,2132,905,2025-10-08,279.78,304.33,134.64
1007849,1058,2253,2025-01-26,331.93,39.36,41.28
1007850,1650,1762,2025-06-04,1227.81,14.73,28.32
1007851,1874,886,2025-12-26,245.48,78.82,117.79
1007852,4645,1984,2025-04-14,1321.39,140.06,95.7
1007853,7851,118,2025-04-02,264.6,211.06,64.98
1007854,4322,1780,2025-04-12,0.0,270.51,81.25
1007855,2962,1335,2025-02-10,999.46,152.9,47.82
1007856,430,117,2025-03-17,662.37,185.36,112.53
1007857,4252,1652,2025-09-02,897.35,258.97,129.81
1007858,4817,320,2025-02-05,576.31,54.27,32.26
1007859,702,2187,2025-10-10,789.21,172.27,51.37
1007860,4716,51,2025-04-06,1087.26,233.5,33.25
1007861,3248,2000,2025-11-06,695.52,73.86,136.23
1007862,5719,113,2025-12-04,1195.95,113.05,47.16
1007863,3778,2240,2025-09-01,236.56,178.89,118.57
1007864,844,1628,2025-03-29,1298.61,345.04,37.95
1007865,6327,766,2025-12-30,377.42,162.32,128.75
1007866,6033,1425,2025-08-12,876.28,227.93,137.64
1007867,2789,2406,2025-09-21,894.16,155.12,45.45
1007868,680,1829,2025-03-18,982.18,105.58,73.59
1007869,5956,1009,2025-06-22,296.4,305.91,104.03
1007870,6966,1581,2025-02-16,724.98,240.79,49.11
1007871,3644,943,2025-03-27,981.72,48.77,51.67
1007872,418,794,2025-09-06,808.54,210.09,51.19
1007873,310,1688,2025-07-15,549.66,239.91,83.07
1007874,4632,1591,2025-10-05,600.7,218.79,134.64
1007875,1275,629,2025-06-01,1095.29,108.27,109.63
1007876,7655,1177,2025-10-25,499.43,160.26,41.83
1007877,5057,2073,2025-01-02,990.16,180.98,102.55
1007878,1992,1646,2025-06-02,617.91,38.5,107.11
1007879,4975,2121,2025-07-01,331.13,62.38,50.33
1007880,559,1390,2025-02-06,568.17,55.19,95.22
1007881,6302,2035,2025-08-24,898.31,18.0,101.34
1007882,6822,592,2025-10-10,1234.14,182.84,95.87
1007883,1772,1404,2025-03-09,420.17,176.87,46.67
1007884,3867,1149,2025-03-26,1118.33,203.27,131.88
1007885,5572,1790,2025-12-16,340.54,49.56,105.93
1007886,3632,2327,2025-06-19,372.9,18.36,123.45
1007887,1908,1425,2025-08-18,746.6,186.09,47.4
1007888,3121,430,2025-11-29,1294.46,197.26,76.17
1007889,1796,1673,2025-12-09,443.62,75.9,125.4
1007890,3146,546,2025-11-07,1109.77,110.76,59.42
1007891,6765,1572,2025-10-11,184.22,327.51,67.84
1007892,7869,1224,2025-04-14,914.48,9.52,56.85
1007893,3233,1295,2025-12-17,179.62,69.69,88.83
1007894,6429,290,2025-06-19,1014.64,297.71,48.94
1007895,1287,297,2025-02-15,254.37,131.18,62.71
1007896,5884,1803,2025-02-19,246.4,176.3,35.84
1007897,5312,2449,2025-06-26,358.79,56.2,112.4
1007898,6603,2421,2025-12-28,1390.64,202.33,124.06
1007899,25,1688,2025-04-14,1351.57,44.55,98.79
1007900,5792,302,2025-01-19,618.72,343.0,53.28
1007901,1068,130,2025-12-02,299.95,92.08,69.53
1007902,4798,812,2025-06-29,641.06,833.3779999999999,45.54
1007903,1396,1916,2025-11-01,1201.25,222.81,139.28
1007904,1484,2304,2025-03-27,687.68,225.9,64.82
1007905,3768,1218,2025-09-25,1221.96,342.09,99.75
1007906,6282,1813,2025-04-11,248.1,89.36,118.89
1007907,865,640,2025-02-25,1052.31,253.24,73.55
1007908,5402,215,2025-09-14,960.83,194.29,82.14
1007909,619,1256,2025-04-15,596.88,48.43,129.87
1007910,2685,965,2025-06-13,141.73,334.71,82.77
1007911,6825,1450,2025-09-17,1262.69,227.72,66.17
1007912,4776,234,2025-01-08,969.68,206.89,43.31
1007913,7933,893,2025-11-27,218.3,14.16,138.58
1007914,5215,1591,2025-01-14,571.45,53.51,68.06
1007915,7174,1942,2025-10-23,442.54,289.75,112.62
1007916,1906,796,2025-08-08,168.97,315.76,55.5
1007917,3375,2423,2025-04-14,687.25,29.06,
1007918,5603,2417,2025-04-14,657.91,291.85,121.03
1007919,7815,92,2025-06-09,461.71,296.01,92.71
1007920,4986,657,2025-03-27,307.73,330.02,134.72
1007921,7691,1526,2025-02-21,986.66,261.99,122.22
1007922,277,1637,2025-10-29,356.67,163.98,74.56
1007923,364,1538,2025-08-29,1159.58,123.37,108.34
1007924,2003,2080,2025-06-24,1209.03,327.87,56.61
1007925,2090,1841,2025-10-13,283.82,152.99,104.19
1007926,2498,322,2025-04-11,1184.37,72.08,85.31
1007927,2133,1521,2025-12-25,285.41,63.39,52.36
1007928,5609,834,2025-06-20,461.36,314.63,56.57
1007929,1443,1964,2025-04-09,1328.51,65.96,111.98
1007930,6641,447,2025-04-01,201.63,59.69,126.51
1007931,5957,636,2025-09-14,718.92,113.06,131.79
1007932,2586,2298,2025-11-06,814.05,187.14,90.97
1007933,2256,2486,2025-03-17,156.08,141.82,80.47
1007934,4553,1231,2025-09-17,1238.06,51.45,41.37
1007935,6913,634,2025-02-21,1173.86,91.67,109.62
1007936,7419,2053,2025-03-02,471.14,193.25,39.21
1007937,3697,590,2025-03-09,533.04,241.89,41.65
1007938,7980,1902,2025-02-27,813.01,53.39,132.33
1007939,180,1734,2025-03-04,316.04,219.52,111.0
1007940,1861,2154,2025-05-04,583.44,60.04,25.72
1007941,6105,1134,2025-07-05,1388.69,242.45,76.32
1007942,6701,2123,2025-06-13,1230.95,257.81,32.84
1007943,759,226,2025-08-01,155.78,248.47,117.26
1007944,1656,1117,2025-09-02,1196.9,33.16,137.2
1007945,1804,1643,2025-12-03,738.01,35.73,137.02
1007946,6338,1016,2025-04-10,596.0,35.57,111.53
1007947,583,669,2025-08-08,573.54,303.17,110.89
1007948,4872,1538,2025-03-16,425.84,267.22,115.83
1007949,7163,1518,2025-10-24,1039.11,307.14,27.4
1007950,6781,1175,2025-05-10,854.54,199.95,115.82
1007951,7185,409,2025-07-30,0.0,232.33,38.1
1007952,3978,2141,2025-07-16,681.76,176.78,139.87
1007953,2155,434,2025-05-16,1357.53,293.73,89.76
1007954,7062,704,2025-05-07,653.43,169.55,57.14
1007955,854,213,2025-01-03,595.9,17.89,80.65
1007956,1724,1873,2025-07-18,1173.02,34.88,55.88
1007957,1182,2068,2025-05-11,1346.07,196.18,54.39
1007958,2206,758,2025-05-29,217.04,189.59,41.23
1007959,5372,1370,2025-12-18,1016.74,1321.762,59.04
1007960,1910,2304,2025-12-18,543.27,309.6,54.78
1007961,165,190,2025-02-13,517.24,178.65,87.44
1007962,7803,1809,2025-08-14,666.7,289.59,43.9
1007963,5432,1646,2025-01-01,490.54,290.89,26.98
1007964,2904,1716,2025-07-30,773.48,93.28,79.52
1007965,4078,1815,2025-04-07,162.27,36.66,27.63
1007966,4279,238,2025-12-29,1201.51,324.75,127.97
1007967,7173,487,2025-05-05,370.43,36.38,33.01
1007968,4305,2044,2025-10-12,726.54,239.02,58.64
1007969,1642,1946,2025-10-28,434.48,139.5,69.87
1007970,6022,2358,2025-12-13,355.33,186.28,72.31
1007971,2108,487,2025-07-26,1000.47,308.65,30.28
1007972,1917,1662,2025-07-15,760.83,321.07,40.96
1007973,6690,2011,2025-10-01,1157.16,66.69,92.11
1007974,3824,332,2025-04-06,391.78,56.44,138.87
1007975,3111,2025,2025-09-10,902.04,59.17,97.5
1007976,6438,113,2025-07-28,1362.24,130.39,46.57
1007977,4067,459,2025-05-31,656.93,259.38,121.62
1007978,6790,2150,2025-08-02,1173.84,7.47,29.75
1007979,2037,1416,2025-01-22,263.93,279.24,119.17
1007980,926,1204,2025-08-09,1158.14,35.99,122.35
1007981,7017,1862,2025-10-23,338.68,281.05,44.47
1007982,2666,212,2025-07-27,179.06,273.94,121.37
1007983,5784,1148,2025-05-28,1008.04,326.77,48.7
1007984,224,124,2025-08-22,457.07,84.23,125.8
